"","title_data"
"673","Brittleness and Rock Strength of the Bakken Formation, Williston Basin, North Dakota"
"674","Investigation of Rock Bolts in Karst"
"675","Integrated Modeling of the Mature Ashtart Field, Tunisia"
"676","Wave-scatter Lumping Strategies for Fatigue Damage Assessment"
"677","Development of Control System of COMRA's Deep Sea Miner"
"678","A Miscible EOR Project in a Mature, Offshore, Carbonate Middle East Reservoir – Uncertainty Analysis With Proxy Models Based on Experimental Design of Reservoir Simulations"
"679","Seismic Facies Classification Using 2-D And 3-D Multi-attribute Hierarchical Clustering Algorithms"
"680","Automatic Geological Body Identification Using the Modified Rival Penalized Competitive Learning Clustering Algorithm"
"681","Support Vector Machine Model: A New Methodology for Stuck Pipe Prediction"
"682","Data Processing for Current and Potential Logging Field Monitoring Systems"
"683","Integrated Fractured Reservoir Characterization and Simulation: Application to Sidi El Kilani Field, Tunisia"
"684","Effective Utilization of Smart Oil Fields Infrastructure towards Optimal Production and Real Time Reservoir Surveillance"
"685","Characterization and Simulation of a Complex Fractured Carbonate Field Offshore Tunisia"
"686","Application of Data Analytics for Production Optimization in Unconventional Reservoirs: A Critical Review"
"687","Conditioning Pre-existing Old Vertical Wells to Stimulate and Test Vaca Muerta Shale Productivity through the Application of Pinpoint Completion Techniques"
"688","An Adaptive Neuro-Fuzzy Inference System for Uniaxial Compressive Strength of Rocks"
"689","Using Data-Driven Technologies to Accelerate the Field Development Planning Process for Mature Field Rejuvenation"
"690","The Future Role of Seismic Processing In Petroleum Exploration"
"691","The Marble Falls Fractured Resource Play: Unconventional Technology Turns An Old Trend Into The Next Big Play"
"692","Integrated reservoir characterization of a Miocene carbonate buildup without the benefit of core data - a case study from Central Luconia Province, Sarawak"
"693","Seismically Driven Fractured Reservoir Characterization"
"694","Digital and Automated Offset Well Analysis with Focus on the NCS"
"695","The use of Artificial Bayesian Intelligence in Practical Well Control (Russian)"
"696","Application of Critical Technologies Enabling Low Cost Development of Thin-Bedded Heterogeneous Gas Reservoirs in the Mature North Malay Basin"
"697","Gas Optimization at the Kuparuk River Field"
"698","Integrated Production Model calibration applied to a Gulf of Mexico sub-sea field"
"699","Challenges For Risk-based Maintenance Planning For Offshore Wind Turbines"
"700","An Efficient EOR Screening Approach with Statistical Pattern Recognition: Impact of Rock/Fluid Feature Selection and Extraction"
"701","Seismically Driven Reservoir Characterization Using an Innovative Integrated Approach: Syd Arne Field"
"702","Machine-guided Velocity Interpretation"
"703","Identifying Vertical Productive Fractures In the Narraway Gas Field Using the Envelope of Seismic Anisotropy"
"704","Inverse Modeling for Fluid System Characterization Through Machine Learning Algorithms"
"705","The Concept of the Sustainable Oil Field Development Applied to Heavy and Extra Heavy Oil Fields"
"706","Integrated Property and Fracture Modeling Using 2D Seismic Data: Application to a Cambrian Field in Algeria"
"707","Arctic Pipeline Integrity Management using Real-Time Condition Monitoring"
"708","Improving Mechanistic CO2 Corrosion Models"
"709","Predicting the Life of Reinforced Concrete Structures In Marine Areas"
"710","A Combined Phase and Amplitude Technique for Controlling the Investigation Depth of Propagating Electromagnetic Wave Resistivity Sensors"
"711","Selection of Unconventional Core Workflow Depending on Field Goals (Russian)"
"712","Stability Assessment of Rock Slopes: Towards an Inverse-Reliability-Based Methodology"
"713","Strategic Well Test Planning Using Random Forest"
"714","A Case Study of the Development of the Sundown Slaughter Unit CO2 Flood Hockley County, Texas"
"715","Interaction Between Hydraulic Fracture and Natural Fracture - A New Prediction Model by Adaptive Neuro-Fuzzy Inference System (ANFIS)"
"716","Reservoir Characterization of the Grane Field With Multi-component Seismic Data"
"717","Optimal Control For Multiple Unmanned Underwater Crawling Vehicles"
"718","Advanced Analytics for Continuous Emission Monitoring Systems"
"719","Evaluating Gas Production Performances in Marcellus Using Data Mining Technologies"
"720","Prudhoe Bay E-Field Production Optimization System Based on Integrated Reservoir and Facility Simulation"
"721","State-of-the-Art Openhole Shale Gas Logging"
"722","Suggestions for Data Analysis of In-Situ Deformation Measurements From Salt and Potash Mine"
"723","Clustering Seismic Data: A Multivariable Approach"
"724","Evaluating the Production Potential of Hydraulically Fractured Horizontal Completions Using Engineering and Data-Driven Modeling Techniques"
"725","Progressing Cavity Pump Pattern Recognition in Heavy and Extra-Heavy Oil Cold Production"
"726","Integration of GR Spectroscopy, Geological Core Description, Acoustic Logging, and Geomechanics for Improved Characterization of Mudstone Reservoirs"
"727","Improving Management and Control of Drilling Operations with Artificial Intelligence"
"728","Upscaling Using a Nonuniform Coarsened Grid With Optimum Power Average"
"729","IRF - AR Model for Short-Term Prediction of Ship Motion"
"730","An efficient and robust method for automatic first arrival picking using under-sampled fast high-resolution radon transform"
"731","Fault detection using seismic attributes and visual saliency"
"732","Managing Oil Fields in a Low Oil Price Environment"
"733","Application of Real-Time Bottom-Hole Pressure to Improve Field Development Strategies in the Midland Basin Wolfcamp Shale"
"734","Bit Trip Optimizer: Just in Time Bit Trip Decision Model"
"735","Simulated Annealing For Pattern Detection And Velocity Analysis"
"736","Defining and Predicting Rock Types in Carbonates-an Integrated Approach using Core and Log Data in Tengiz Field"
"737","Integrated Regional Tectonic And Petrophysical Investigation of the Williston Basin Sediments In And Around the Weyburn CO2 Sequestration Reservoir"
"738","Seismic Guided Estimation of Reservoir Properties"
"739","The use of Artificial Bayesian Intelligence in Practical Well Control: Development and Field Cases"
"740","Testing Zone Optimization and Better Well Positioning Within Highly Heterogeneous Conglomeratic and Volcanoclastic Deposits Within an Intermountain Orogenic Basin: A Multiwell Case Study Using Image L…"
"741","Uncertainty Analysis in Unconfined Rock Compressive Strength Prediction"
"742","Combined Reservoir Simulation And Seismic Technology, A New Approach For Modeling CHOPS"
"743","Internal Corrosion of Co2 Pipelines for Carbon Capture and Storage"
"744","Model Experiments On Dynamic Positioning System With Steerable Thrusters"
"745","Past, Present, And Future Trends in the Petroleum Industry"
"746","Machine Learning Leads Cost Effective Intelligent Fluid Design: Fluid Engineering Perspective"
"747","An Integrated approach to build 3D fracture model of Mishrif Reservoir (Abu Dhabi Field)"
"748","Economic Design of Surfactant-Polymer Flooding Under Low Oil Price"
"749","An Estimated Method of Intact Rock Strength Using Gaussian Process Regression"
"750","On the Development of a Slope Instability Index for Open-Pit Mines using an Improved Systems Approach"
"751","Economic Evaluation of a Multi-Prospect Exploratory Block"
"752","Exploring Shale Basins using Existing Wells"
"753","Multi-Scale Rock Imaging for Reservoir Characterization: A Wolfcamp Case Study"
"754","A Stochastic Inversion Based On Random Field And Its Application"
"755","Sensitivity Analysis of Seismic Waveform to Reservoir Characterization"
"756","Performance Evaluation and Design Aspects of Polymer and Hot Water Co-Injection in an Offshore Heavy Oil Field under Challenging Conditions"
"757","Estimation of Reservoir Fluid Volumes Through 4D Seismic Analysis On Gullfaks"
"758","Magnetic 3D Fast Forward Modeling With Varying Terrain"
"759","Quantitative Seismic Facies Analysis For Thin-bed Reservoirs: a Case Study of the Central Boonsville Field, Fort Worth Basin, North-central Texas"
"760","Crosshole Seismic Tomography Method For Complicated Structure Model"
"761","Estimation of Reservoir Parameters Using an Anisotropic Dual Porosity Model"
"762","Experimental Study On Acceleration Measurement And Numerical Integral of Ships Wave Movement"
"763","Seismic Attribute Analysis In Hydrothermal Dolomite, Devonian Slave Point Formation, Northeast British Columbia, Canada"
"764","Real-time microseismic monitoring: Automatic wave processing and multilayered velocity model for accurate event location"
"765","A Probabilistic Reasoning Tool for Circulation Monitoring Based on Flow Measurements"
"766","Reservoir Characterization for Fracture Distribution Prediction and New Well Target Identification"
"767","3D Petrophysical Modeling Using Complex Seismic Attributes And Limited Well Log Data"
"768","Energy Harvesting Powered Wireless Monitoring and Control in Oil and Gas"
"769","Multiphase Flow Metering: Current Trends and Future Developments"
"770","Parametric Decomposition of Velocity Components On the Basis of Irregular Wave Data"
"771","Petrophysical Properties Prediction Using 3D Core Scanner Imagery"
"772","A Decision Analytic Framework for Autonomous Geosteering"
"773","Selection of Unconventional Core Workflow Depending on Field Goals"
"774","Advanced Analysis And Prediction Of Displacements And System Behaviour In Tunnelling"
"775","Automatic Sensor Data Validation: Improving the Quality and Reliability of Rig Data"
"776","A Method for Risk Assessment to Deep-Seated Catastrophic Landslides caused by Heavy Rain based on Artificial Intelligence and Mathematical Statistics"
"777","Workflow for Stratigraphic Characterization of Unconventional Gas Shales"
"778","Multi-target Detection of Underwater Vehicle Based On Multi-sensor Data Fusion"
"779","Avoiding Sustained Casing Pressure in Gas wells using Self Healing Cement"
"780","Oil Characteristics, Water/Oil Wetting and Flow Influence on the Metal Loss Corrosion - Part II: Chemistry, Wetability and Experimental Evaluation"
"781","Managing Electrochemical Noise Data by Exception: Application of an On-Line EN Data Analysis Technique to Data from a High Level Nuclear Waste Tank"
"782","Prediction of Rockburst Classification by SVM Method"
"783","Use of Seismic Attributes As Predictors of Reservoir Properties -- Potential Risks"
"784","A Matching-time Peak Tracking For Ocean Acoustic Tomography"
"785","Recent Developments In Defect Characterisation Techniques For Flexible Pipes"
"786","An Integrated Approach For Fracture Characterization And Prediction Using FMI Logs, Post-stack Seismic Attributes And Pre-stack Anisotropy-a Case Study In Tishrine West Oilfield, Northeast Syria"
"787","Seismically Driven Improved Fractured Reservoir Characterization"
"788","Research Method On Surrounding Rock Classification Based On GA-GPC With Combined Kernel Function"
"789","Intelligence for Grouting Balance"
"790","A Data-Driven Approach to Modelling and Optimization for a North Sea Asset Using Real-Time Data"
"791","Fuzzynistic Models for Multiphase Flow Pattern Identification"
"792","Real-Time Downhole Drilling Process Data Complement Surface Data In Drilling Optimization"
"793","Hydraulic Fracturing of a Clay Rich Formation in Southern Chile: The Challenges & Successes"
"794","Attributes For Automating Seismic Facies Analysis"
"795","Optimizing Waterflooding Process for Recovery Using Nonlinear Model Predictive Control: Case Yariguí - Cantagallo"
"796","A Dynamic Data-Driven Inversion Based Method for Multi-Layer Flow and Formation Properties Estimation"
"797","Methods for Delineation of Fractured Oil Bearing Conglomerate Reservoir"
"798","Mapping Reservoir Saturation with Seismic Resolution to Improve Reservoir Model"
"799","Intelligent Pipeline Monitoring System"
"800","Pore System Characterization of a Low Permeability Reservoir and its Related Development and Production Issues: A Case Study from Ratawi Limestone, Umm Gudair Field, Kuwait"
"801","Framework for Time Lapse Fracture Characterization Using Seismic, Microseismic & Well Log Data"
"802","The use of Self Healing Cement to Ensure long Term Zonal Isolation for HPHT wells subject to Hydraulic Fracturing Operations in Pakistan"
"803","Generative Models for Production Forecasting in Unconventional Oil and Gas Plays"
"804","Dynamic Response Control of a Jacket Platform Using MR Dampers Based On an Inverse Dynamic Model"
"805","An Overview Of Completion And Stimulation Techniques And Production Trends In Granite Wash Horizontal Wells"
"806","Polynomial-Chaos-Expansion Based Integrated Dynamic Modelling Workflow for Computationally Efficient Reservoir Characterization: A Field Case Study"
"807","Reservoir Characterization of an Unconventional Reservoir by Integrating Microseismic, Seismic, and Well Log Data"
"808","An Innovative Approach to Forecasting Matrix Stimulation Treatment Results: A Case Study"
"809","Predicting and Optimizing ROP in Competent Shale by Utilizing MPD Technology"
"810","Accurate Calculation of Hydrocarbon Saturation based on Log-Data in Complex Carbonate Reservoirs in the Middle-East"
"811","Toucan Smart Field Development: How to Generate More Value from Hydrocarbon Resources"
"812","A Comparative Study of Experimental Design Techniques in Assisted History Matching"
"813","Review of Methods for Uniaxial Compressive Rock Strength Estimation in Deepwater Formation With Uncertainty Quantification in Wellbore Stability Analysis in Absence of Core Measurements"
"814","Thinly Bedded Reservoir Study, Application of Sand-Slit-Clay (SSC)-SHARP-Thomas Stieber Juhasz Models, in a Deep Water Field, Offshore Sabah, Malaysia"
"815","Structural Damage Alarming of Offshore Platform Based on the Principal Components of the Transmissibility Function"
"816","The Method of Bound Regression Analyse of the Initial Geostress Field And Its Application"
"817","Some Research Activities on Rock Mechanics/Engineering at Nanyang Technological University, Singapore"
"818","Study On Relationship Between Stress Fields Of Deep-Buried Tunnels In A Hydraulic Power Plant"
"819","New Approach To Ensure Long-Term Zonal Isolation for Land Gas Wells Using Monobore Cemented Completion"
"820","Beyond AVO: Examples of Elastic Impedance Inversion"
"821","Petrophysical Analysis and Sequence Stratigraphy of the Utica Shale and Marcellus Shale, Appalachian Basin, USA"
"822","Comparison of Permeability from NMR and Production Analysis in Carbonate Reservoirs"
"823","Selecting Materials for OCTG With the Help of a Decision Support System"
"824","A Multidisciplinary Approach to Characterize the Hu-12 Oilfield, East China"
"825","Well Integrity Management System (WIMS): Coupled Engineering Analysis"
"826","Seismically Driven Integrated Fracture Modeling"
"827","A New Alternative in the Performance Monitoring and Control of the Reservoir- Artificial Lift System for the Optimization of a Producing Well"
"828","A New Alternative in the Performance Monitoring and Control of the Reservoir- Artificial Lift System for the Optimization of a Producing Well"
"829","Petrophysical Modeling Based on Porosity Partitioning, a Case Study in Thamama Formation"
"830","Survey of More Than 1,000 Fracture Stage Database With Net Pressure in the Barnett Shale. Part 2"
"831","Rap Project: An Innovative Approach To The Risk Assessment Of Pipeline"
"832","Analysis And Interpretation of Icing Rate Meter And Load Cell Measurements On the Mt. Bélair Icing Site"
"833","Summary of Results from a Joint Industry Study to Develop an Improved Methodology for Prediction of Geopressures for Drilling in Deep Water"
"834","Tutorial on Cyclic Potentiodynamic Polarization Technique"
"835","Reduced Emissions and Increased Production Through gas Compressors: Pilot Case in Colombia"
"836","Testing of Environmental Friendly Paraffin Removal Products"
"837","Evaluation of Enhanced Condensate Recovery Potential in Shale Plays by Huff-n-Puff Gas Injection"
"838","Fracture Characterization Based on Attenuation Estimation from Seismic Reflection Data Using Well-log-based Localized Spectral Correction"
"839","Uncertainty Assessment on Well Performance Prediction for an Oil Well Equipped with Selected Completions"
"840","The Zoeppritz Equations, Information Theory, And Support Vector Machines"
"841","Predicting Seal Risk And Charge Capacity Using Chimney Processing: Three Gulf Of Mexico Case Histories"
"842","Karst Identification and Impact on Development Plan"
"843","Data, Information, Knowledge, Wisdom: Shaping E&P World"
"844","Seismically Driven Characterization, Simulation and Underbalanced Drilling of Multiple Horizontal Boreholes in a Tight Fractured Quartzite Reservoir: Application to Sabria Field, Tunisia"
"845","Pros and Cons of Applying Proxy-models as a Substitute for Full Reservoir Simulations"
"846","Maximize the placement of wells and production in unconventional reservoirs:Part 1"
"847","Modeling and Detection of Hydrodynamic Trends for Advancing Early-Tsunami Warnings"
"848","Intelligent Systems Can Design Optimum Fracturing Jobs"
"849","Modeling Multiple Hydraulic Fractures Interacting with Natural Fractures Using the Material Point Method"
"850","Data-Driven Brittleness Index Prediction From Elemental Spectroscopy and Petrophysical Properties Using Support-Vector Regression"
"851","Intelligent Stability Analysis And Design Optimum of a Large Hydraulic Cavern Group Under High Geo-stress Condition"
"852","Applying Analytics to Production Workflows: Transforming Integrated Operations into Intelligent Operations"
"853","Application Of A New Borehole Imager And Technique To Characterize Secondary Porosity And Net-To-Gross In Vugular And Fractured Carbonate Reservoirs In Permian Basin"
"854","Rock-typing In Carbonates: A Critical Review Of Clustering Methods"
"855","Understanding the Impact of Channel Fracturing in the Eagle Ford Shale Through Reservoir Simulation"
"856","Comprehensive Multipore System Analysis for a Better Understanding of Metasediments Reservoir Deliverability: a Case Study from the South Malay Basin Offshore Peninsular, Malaysia"
"857","Evolving Workflows To Maximize Value From The Digital Oil Field"
"858","Innovative Techniques for Unconventional Reservoirs: Managed Pressure Cementing Application in Western Argentina Shale Formations"
"859","On The Path For Offshore Drilling Automation"
"860","Unconfined Compressive Strength Prediction from Petrophysical Properties and Elemental Spectroscopy Using Support-Vector Regression"
"861","Analysis of Influencing Factors of Water Traffic Accidents Severity Based on LIBSVM"
"862","Mechanical Earth Modelling Improves Drilling Efficiency and Reduces Non-Productive time (NPT)"
"863","Assessing Reservoir Fracture Potential over Kra Al-Maru, Riksah Structure in the Kuwait Gotnia Sub-basin"
"864","Mineral and Organic Matter Constituents in Weak Interfaces in Shales"
"865","Prediction of Water Influx of Edge-Water Drive Reservoirs Using Nonparametric Optimal Transformations"
"866","Case Histories of Rock Engineering Projects in China"
"867","Seismic Pattern Detection Using Very Fast Simulated Annealing"
"868","Using Analytics to Quantify the Value of Seismic Data for Mapping Eagle Ford Sweetspots"
"869","Fast One-Dimensional Velocity Model Determination Using Station-Pair Differential Times Based on the Differential Evolution Method in Microseismic Monitoring"
"870","A Study of the Compound Evaluation for Geophysical Explorations by Self-Organizing Maps"
"871","Application of Non-linear Discriminate Function In Oil-Gas Prediction"
"872","Refraction Tomography Without Ray Tracing"
"873","Predicting Vshale And Porosity Using Cascaded Seismic And Rock Physics Inversion"
"874","Improved Porosity - Permeability Relationship Using Data Mining Techniques"
"875","Ant Colony Optimization For the Seismic Nonlinear Inversion"
"876","Characterization of Volcanic Reservoir - New Integrated Approach: A Case Study from Raageshwari Deep Gas Field, Rajasthan, India"
"877","Understanding Acoustic Data in Unconventional Reservoirs"
"878","Advanced Streaming Data Cleansing"
"879","The Future For Rock Mechanics And The ISRMS"
"880","Application of PC-SAFT Equation of State for CO2 Minimum Miscibility Pressure Prediction in Nanopores"
"881","Development of Heterogeneous Immature Brownfield with Waterdrive Using Dynamic Opportunity Index: A Case Study from Iraqi Oilfields"
"882","Using a Modified Brooks-Corey Model to Study Oil-Water Relative Permeability for Diverse Pore Structures"
"883","Comparison of Stochastic Sampling Algorithms for Uncertainty Quantification"
"884","Data Analysis of Barnett Shale Completions"
"885","Permeability Prediction from Wireline Well Logs Using Fuzzy Logic and Discriminant Analysis"
"886","A Consistent Approach towards Reservoir Simulation at Different Time Scales"
"887","Automated Mapping of Carbonate Mounds Using 3D Seismic Texture Attributes"
"888","Correlation for CO2 Minimum Miscibility Pressure in Tight Oil Reservoirs"
"889","A Statistical Approach to Fracture Optimization of the Glauconite Formation in Southern Chile"
"890","Wave Height Forecast Using Self-Organization Algorithm Model"
"891","Improved Permeability Estimation through use of Fuzzy Logic in a Carbonate Reservoir from Southwest, Iran"
"892","Adding Value through Integrated Research to Unlock the Tight Gas Potential in the Rotliegendes Formation of Northern-Germany"
"893","Geomodeling of Giant Carbonate Oilfields with a new Multipoint Statistics Workflow"
"894","Study of Adaptive Automated GMAW Process for Full Penetration Fillet Welds in Offshore Steel Structures"
"895","A Novel Model for Permeability Prediction in Uncored Wells"
"896","A simple aggregate parameter for comparing waterflood reservoirs"
"897","Understanding Production Mechanism to Optimise Well Stimulation by Production Analysis in Keshen HPHT and Natural Fractured Tight Gas Reservoir"
"898","Application of a Novel Cement Spacer with Biodegradable Polymer to Improve Zonal Isolation in HTHP Wells"
"899","Integrated Model Based Decision Analysis in Twelve Steps Applied to Petroleum Fields Development and Management"
"900","Reservoir Characterization of Horizontal Wells in CD Carbonate Formation with Advanced LWD Technology"
"901","Leading Indicators For Onshore Drilling HSE Outcomes"
"902","Improvements in a Through-Casing Pulsed-Neutron Density Log"
"903","Mathematical Approach of MSE in Thermo-Poro-Elastic Conditions Improves Decision Making to Use RWD"
"904","Quantifying Asphaltene Content from Downhole Optical Spectral Data during Sampling While-Drilling Operations"
"905","An Improved And Optimized Positioning Method Of Microseismic Source In Mining"
"906","Multiphase Flow Metering: Current Status and Future Developments"
"907","An Applied Mathematics Method of Formalizing the Comprehensive Approach to the Evaluation of Reservoir and Well Completion Characteristics (Russian)"
"908","Field Evaluation Of A Hydrate Inhibition Monitoring System"
"909","Managing Risk and Uncertainty in the Visualization of Production Scenarios"
"910","Survey of a Cohort of Patients Evacuated from Indonesia in the Course of a Dengue Fever"
"911","Synergy through Seismic Attributes in Reservoir Management-a Case Study"
"912","Integrated Interpretation of Seismically Derived Rock and Fracture Attributes for Shale Gas Reservoir Characterization"
"913","Direct Estimation of Petrophysical Properties Based on AVO Inversion"
"914","A Case Study of Permeability Modeling and Reservoir Performance in the Absence of Core Data"
"915","Steam Communication of Well Pad System under Steam Assisted Gravity Drainage in a Heterogeneous Oil-sands Reservoir"
"916","A Novel Prestack AVO Inversion And Its Application"
"917","Case Study: Forecast Performance of Potential Zone Using Artificial Intelligence AI in Deltaic Mature Field"
"918","Seismic Constrained Reservoir Property Prediction - Example From a Middle East Carbonate Field Offshore Abu Dhabi, UAE"
"919","Multiscale Analysis of Geomagnetic Data Using the Continuous Wavelet Transform: A Case Study From Hoggar (Algeria)"
"920","Understanding Heavy Oil Fluid Sensitivity for Seismic Reservoir Characterization in Middle East Carbonates"
"921","Seismic Lithology Discrimination in Complex Fluvial Stratigraphy: Tenerife 3D 3C Survey, Middle Magdalena Valley (Colombia)."
"922","Automatic Picking of the First Arrival Event Using the Unwrapped-phase of the Fourier Transformed Wavefield"
"923","Integrated Interpretation of Seismically Derived Rock and Fracture Attributes for Shale Gas Reservoir Characterization"
"924","Real-time Airborne Electromagnetic Measurement of Sea Ice"
"925","3D Seismic Attributes Analysis to Outline Channel Facies And Reveal Heterogeneous Reservoir Stratigraphy: Weirman Field, Ness County, Kansas, USA"
"926","Multi-field Coupling Effect of Deep Excavation Under the Stress Path of Unloading"
"927","Comparison of Computational Fluid Dynamics of Erosion in Coiled Tubing on Reel-to-Injector Flow Area"
"928","Density Anomaly Indicators And Application"
"929","TOC Estimation in the Barnett Shale From Triple Combo Logs Using Support Vector Machine"
"930","AVO inversion based on Bayesian theory in ray-parameter domain and its application"
"931","An Improved Principal Component Analysis Approach to Noise Removal for Airborne Electromagnetic Data"
"932","The Application of DSU1 High Density 3-D In Coal Field Exploration"
"933","Stochastic Geocellular Model of Tidal Sands In South Tapti Gas Field Using Field Mapping, Satellite Image, Seismic Mapping And Well-log Data, Western India"
"934","Stratigraphic Interpretation Using Post Stack Seismic Inversion: Case Histories From Indian Basins"
"935","Variation of P-Wave Modulus With Frequency and Water Saturation: Extension of Dynamic-Equivalent-Medium-Approach for High Fluctuation Media"
"936","Geophysical Challenges & Opportunities of the Deep Water Angolan Offshore"
"937","Saturation Modelling in a Geological Complex Clastic Reservoir Using Log Derived Saturation Height Function: A Case Study of the E2 Reservoir, Era Eko Field in the Niger Delta"
"938","Integration, Quantification And Dynamic Updating - Experiences From the Statfjord 4-D Case"
"939","Integrated Interpretation of Seismically Derived Rock and Fracture Attributes for Shale Gas Reservoir Characterization"
"940","Global Path Planning of Maritime Unmanned Vehicle Based on Real-time Environment Information"
"941","Comparison of Computational Fluid Dynamics of Erosion in Coiled Tubing on Various Wrap Diameters"
"942","Temperature Effect on Static and Dynamic Properties of Salt Rock Case Study: Gachsaran Evaporitic Formation, Iran"
"943","Improving the Seismic TIE with an Accurate Compressional Slowness in Slow Formations"
"944","A Support Vector Machine For AVO Interpretation"
"945","Effect of Carbon Dioxide Sequestration on the Mechanical Properties of Indian Coal"
"946","Recognising and Avoiding Water-Production Intervals Using Integrated Petrophysical Methods: A Case Study from the Piceance Basin, USA"
"947","Seismic Attribute Analysis Role in Reservoir Characterization - A Successful Application to a Giant Offshore Carbonate Field Abu Dhabi, UAE"
"948","Development of a Gap-Filling Algorithm Applicable to a Tsunami Warning System"
"949","Optimization Analysis On Reinforcements For Excavation Slope In Left Abutment Trough of Xiluodu Arch Dam"
"950","Lithology Prediction Using a Non-Deterministic, Statistical Approach: Method of Last Resort, or Preferred Workflow. A Case Study From the Greater Burgan Field, Kuwait"
"951","Mapping Interior of Reservoirs And Geobodies By Seismic Facies Volume Analysis Techniques"
"952","Estimation of the Relative Importance of Different Well Log Curves In Formation Characterization"
"953","Case-based Reasoning For Slope Stability Evaluation"
"954","Experiences with In-Line Inspection for a Pipeline Integrity Program"
"955","Well Logs and Rock Physics in Seismic Reservoir Characterization"
"956","Multiuse of Seismic and Attribute Mapping for Field Appraisal and Development in the Eagle Ford Shale: Mapping TOC, Porosity and Seal Integrity"
"957","Imaging of Refracted Waves By Convolution"
"958","Successful Application Of Different QI Techniques To Improve The Static Reservoir Model For A Clastic Onshore Oil Field In Oman"
"959","Prediction of Continental Shale Brittleness Based on Brittle-Ductile Transition Analysis"
"960","Sub-seismic Deformation Processes In Clastic Reservoirs Derived From Dip And Azimuth Steered Coherency Processing"
"961","A Method For Performing History Matching of Reservoir Flow Models Using 4D Seismic"
"962","Determination of Total Organic Carbon (TOC) Content in Shale Formations by Analyzing Well Logging Measurements"
"963","Detailed Oriented Seismic Processing Leads to More Accurate Elastic Attribute Results in the Delaware Basin"
"964","Validating earth models for depth imaging using 3D VSP information: A case study from the Green Canyon area of the Gulf of Mexico"
"965","New Data-Driven Method for Predicting Formation Permeability Using Conventional Well Logs and Limited Core Data"
"966","Case History: Application of CHI Modeling Using Pulsed Neutron To Create Pseudo-Openhole Logs in Highly Deviated Wells Using Special Techniques for Logging and Perforating in Veracruz, Mexico"
"967","A New Approach to Develop Petroleum Engineering Software"
"968","Flow Quality Indicator (FQI): An Innovative Approach to Permeability Prediction"
"969","Identifying Hydrocarbon Zones in Unconventional Formations by Discerning Simpson's Paradox"
"970","General Report Theme 3: Rock Dynamics And Tectonophysics"
"971","Cuttings Injection And Monitoring Operations: Cashiriari Gas Field, Peru"
"972","Environmental Assisted Cracking resistance of High Grade Steel Pipeline in Real Operating Conditions"
"973","Examination of Hydraulic Fracture Production Modeling Techniques"
"974","An Innovative Solution for Maximizing Productivity from Perforated Completions"
"975","The Role Of Ocean Engineers In Japanese Ocean Measurement Research"
"976","Evaluating Multiple Fractured Cased Hole Completion Performance for Gas Wells in the Upper and the Lower Montney Formation, Canada"
"977","Cyclic Behavior of Laterally Loaded Piles in Soils With Variable Properties"
"978","How To Derive Permeability in Horizontal Wells From Production Logging and Vertical Flow Units in Carbonates Reservoirs Using Static and Dynamic Data Bridging"
"979","Coiled Tubing Erosion During Hydraulic Fracturing Slurry Flow"
"980","Evaluation of Development Strategies and Uncertainties of a Newly Discovered Heavy Oil Field in Kuwait"
"981","Topological Data Analysis of Marcellus Play Lithofacies"
"982","Global Optimization Strategies For Well Tests In Dual Porosity Reservoirs"
"983","Restimulating Tight Gas Sand: Case Study of the Codell Formation"
"984","Integron-Based Control Architecture For AUVs"
"985","Real Time Production Optimization of Offshore Oil and Gas Production Systems: A Technology Survey"
"986","Optimal Parameter Selection in a Polymer Alternating Gas PAG Process"
"987","Numerical Modeling of a Large, Naturally Fractured Oil Complex"
"988","New Rock-Typing Index Based on Hydraulic and Electric Tortuosity Data for Multi-Scale Dynamic Characterization of Complex Carbonate Reservoirs"
"989","Truncated Multi-Gaussian Pore-Throat-Size Decomposition and a New Universal J-Function for Rock Characterization of Complex Carbonate Reservoirs"
"990","Least Square Support Vector Machine: An Emerging Tool for Data Analysis"
"991","Techno-Economic Modeling & Conceptual Design Optimization of CCS Facilities using Value Engineering and Multi-Objective Stochastic Algorithm"
"992","Improving Completion And Stimulation Effectiveness In Unconventional Reservoirs- Field Results In The Eagle Ford Shale Of North America"
"993","Energy efficient operation of gas export systems"
"994","Tackling the Challenges of a Mature Field with Multiple Oil-Water Contacts Generated in Major Reservoir Hydraulic Units: Case Study in the Shushufindi-Aguarico Field, Oriente Basin, Ecuador"
"995","Applied Back-analysis Methods For Tunneling Using Numerical Modeling"
"996","Production System Optimization of Gas Fields Using Hybrid Fuzzy-Genetic Approach"
"997","Advanced Analytics for Data-Driven Decision Making in Electrical Submersible Pump Operations Management"
"998","Prescriptive-Based Decision Support System for Online Real-Time Electrical Submersible Pump Operations Management"
"999","Integrated Prospect Evaluation and Characterization Using Pre-Stack Seismic Data, Mansoura Area, onshore Nile Delta, Egypt"
"1000","Machinery Predictive Analytics"
