"","title_data"
"662","Addressing the Pressing Needs of Offshore Ultra-Deepwater Floating Facilities and Risers: Near Real-Time Management System for Deepwater Drilling Risers"
"663","Visualizing Portfolio Tradeoffs With Perceptually Accurate Self-Organizing Maps"
"664","Dynamic Behavior of Discrete Fracture Network (DFN) Models"
"665","Automatic Control of Penetration By Monitoring Reverse Side Shape of Molten Pool In All Position Welding of Fixed Pipes"
"666","Prediction of Directional Grain Size Distribution: An Integrated Approach"
"667","Integration Of Borehole Image Log Enhances Conventional Electrofacies Analysis In Dual Porosity Carbonate Reservoirs"
"668","Seismic Attributes Optimizing Analysis In Predicting And Monitoring Reservoir"
"669","Determining In-Situ Stress Profiles From Logs"
"670","Research on the Method of Determination for Remaining Oil at Late Period of High Water Cut Stage"
"671","An Iterative Method For Identifying Seismic Objects By Their Texture, Orientation And Size."
"672","Porosity Prediction From Multiattribute Analysis In Deepwater Sandstone Reservoirs, Veracruz Basin, Southeast Mexico"
"673","The Gaussian Process Regression for TOC Estimation Using Wireline Logs in Shale Gas Reservoirs"
"674","An Approach to Mitigate Subsidence in Soft Rocks through Coupling Surface Tiltmeter and Injection/Production Data"
"675","Drillbit Optimization System: Real-Time Approach to Enhance Rate of Penetration and Bit Wear Monitoring (Russian)"
"676","An Objective Rapid Screening Tool for Surfactants Used in Foam-Like Dispersions of CO2 Into Permian Basin Brines"
"677","Seismic-driven reservoir characterization, offshore Niger Delta, Nigeria"
"678","A High Resolution Workflow For 4D-friendly Analysis: Application to Gas-oil Contact Monitoring At Troll West"
"679","Self-Organizing Maps for Regions Exploring and Identification Based on Geological Signatures Similarities and Anomalies"
"680","Problems of High-resolution Analysis And Interpretation In Junggar Basin: Case Studies"
"681","Atlas of Gas Chimney Occurrences Associated With Oil and Gas Fields and Dry Holes: Case Studies From Deepwater Gulf of Mexico"
"682","Constraining Elastic Rock Properties In A CO2 Enhanced Oil Recovery Reservoir Using Sonic Log Data"
"683","Field-Wise Waterflood Management in Low Permeability, Fractured Oil Reservoirs: Neuro-Fuzzy Approach"
"684","Seismic Attributes Selection Based On SVM For Hydrocarbon Reservoir Prediction"
"685","Detecting Hydrocarbon Expulsion from Source Rock in Seismic Data: Case Studies from Offshore, Namibia and Gulf of Mexico Shelf"
"686","Study of the Presalt Dolomite Reservoir Prediction in the East Margin of Pre-Caspian Basin"
"687","AVO Investigation of the Ben Nevis Reservoir At the Hebron Asset"
"688","Autoencoder-derived Features as Inputs to Classification Algorithms for Predicting Well Failures"
"689","Improvement of Position Keeping Performance And Its Effect On the Operation Rate In FPSO Tandem Offloading"
"690","Novel Autonomous Float For Deep-Sea Hydrothermal Plume Observation"
"691","The Application of ANN for Zone Identification in a Complex Reservoir"
"692","State-Of-The-Art in Permeability Determination From Well Log Data: Part 1- A Comparative Study, Model Development"
"693","Development Of An Intelligent Systems Approach For Restimulation Candidate Selection"
"694","Seismic Facies And Attribute Analysis of the Miocene Incised-valley-fill And Submarine-canyon Systems In Tuxpan Basin, Offshore México"
"695","Optimized Exploitation of Gas-Condensate Reservoirs Using Neuro-Simulation"
"696","Geo-Hazard Detection with Chimney Cubes"
"697","Combining Geostatistics And Multiattribute Transforms - A Channel Sand Case Study"
"698","A New Method for the Estimation of Lost Gas During the Measurement of the Gas Content of Coal"
"699","Modelling the Capacity of Suction Caisson Anchors Based on Fuzzy Theory"
"700","Application of Artificial Intelligence in Oilfield Operation and Intervention"
"701","Synergetic Use of Cluster Analysis and Artificial Intelligence Techniques to Improve Reservoir Upscaling"
"702","Deterministic Mapping of Reservoir Heterogeneity In Athabasca Oil Sands Using Surface Seismic Data"
"703","Estimating Dewpoint Pressure Using Artificial Intelligence"
"704","Assessment of Rainfall-induced Sediment Disasters Due to Sloping Field Development"
"705","Using Artificial Intelligence to Corellate Multiple Seismic Attributes to Reservoir Properties"
"706","Selection and Evaluation EOR Method Using Artificial Intelligence"
"707","A Bayesian Approach to Identify Clay Minerals From Petrophysical Logs in Gonbadly Gas Field, Northeastern Iran"
"708","A Workflow for Predicting Porous Sand via Seismic Attribute Analysis of a Missourian Age Mid-Continent Wash"
"709","Modeling Viscosity Response of Fracturing Fluids from Flowback and Produced Water Uing Advanced Cooperative Optimization Algorithms"
"710","Absorption Analysis Promoting Multi Attributes Inversion and Application for Fluid Recognition"
"711","Analysis of P-wave And Converted-wave 3D Seismic Data, Anadarko Basin, Oklahoma, USA."
"712","Using Least Square Support Vector Machines to Approximate Single Phase Flow"
"713","Easily Accessible Intelligent Corrosion Tools On The Internet"
"714","Development of Hybrid Intelligent System for Virtual Flow Metering in Production Wells"
"715","Improved and More Rapid History Matching With a Nonlinear Proxy and Global Optimization"
"716","Nonparametric Modelling of Cyclo-Stationary Markovian Processes Part II: Prediction And Dimension Reduction"
"717","A Comparative Study of Proxy Modeling Techniques in Assisted History Matching"
"718","A New Method for Predicting Interwell Remaining Oil Distribution in Multilayer Sandstone Reservoirs at High Water Cut Stage"
"719","Quantitative Interpretation of Seismic Facies - A Case Study, Oriente Basin Ecuador"
"720","Modern Well Testing Analysis Theory and Methods of Remaining Oil Distribution in Waterflooding Reservoir"
"721","Optimal Heat Transfer Design of an Ocean Turbine Pressure Vessel Using Soft Computing"
"722","Coriolis Meter in Two-Phase Flows"
"723","Virtual Well Testing"
"724","Intelligent Prediction of Uniaxial Compressive Strength For Sandstone"
"725","Data-Driven Modeling Approach for Recovery Performance Prediction in SAGD Operations"
"726","Seismic Constrained 3D Static Modelling: Conceptual Model Replication by Integrating Analogues and Seismic Facies"
"727","Prediction of the Gas Compressibility Factor Using Coefficient-Matrices Based on ANN"
"728","Seismically Derived Porosity Prediction for Field Development- An Onshore Abu Dhabi Jurassic Carbonate Reservoir Case Study"
"729","A New Approach to Predict Bit Life Based on Tooth or Bearing Failures"
"730","Implementation of a Gas Load Forecaster At Williams Gas Pipeline"
"731","Rock Typing in Geothermal Reservoirs of New Zealand"
"732","ROP Optimization Using Artificial Intelligence Techniques with Statistical Regression Coupling"
"733","ANN-Based Response Surface Method And Its Application To Ultimate Strength Of Plates"
"734","Characterization of Thin Carbonate Tight Reservoir in Mutriba Area, Kuwait"
"735","Data Driven Production Forecasting Using Machine Learning"
"736","Integral Variable Structure Control And Simulation For Near-surface Movement of AUV"
"737","Using Artificial Intelligence in Estimating Oil Recovery Factor"
"738","Integrated Bed Boundary Detection From Borehole Measurements"
"739","From OBC Seismic to Porosity Volume: A Pre-Stack PP and PS Analysis of a Turbidite Reservoir, Deep Water Campos Basin, Brazil."
"740","Quantitative and Statistical Approach for a New Rock- and Log-Typing Model: Example of Onshore Abu Dhabi Upper Thamama"
"741","New Correlations for Dew-Point Pressure for Gas Condensate"
"742","Predicting Core Porosity using Wire-Line Logs at Dagger Draw Field, SE New Mexico"
"743","Proxy Modeling in Production Optimization"
"744","Risk Assessment of Sediment Disaster Due to Sloping Field Development"
"745","Integrated Workflow on Lithofacies Modeling"
"746","Application of Data Mining Tools for Analysis and Prediction of Hydraulic Fracturing Efficiency for the BV8 Reservoir of the Povkh Oil Field"
"747","Improving Gas Load Forecast Accuracy - A Practical Approach"
"748","Facies Identification And Prediction Based On Rock Textures From Microresistivity Images In Highly Heterogeneous Carbonates: A Case Study From Oman"
"749","Application of Artificial Intelligence to Characterize Naturally Fractured Reservoirs"
"750","EOS Simulation and GRNN Modeling of the CVD Behavior of Retrograde-Gas Condensate Reservoirs"
"751","Mapping Porosity Distribution In a Vuggy Carbonate Reservoir Integrating Seismic Attributes With Borehole Image Logs Through a Supervised Facies Analysis"
"752","Approaches for Underwater Welding Control to Achieve Quality Welds"
"753","A Rigorous Correlation for Quantitative Prediction of Water Cresting in Multi-Fractured Horizontal Wells"
"754","A New Concept For Seismic Anomaly Detection"
"755","Research On Intelligent Elasto-plastic Displacement Back Analysis By Using the Improved GA-SVR Algorithm In Long And Large Tunnel"
"756","A New Method of Calibrating Wireline Logs With Carbonate Core Measurements To Recognize Pay Zones"
"757","Unsupervised Seismic Reservoir Characterization Using Wavelet Transform And Self Organizing Maps of a Deep-water Field, Campos Basin, Offshore Brazil"
"758","Using a Semi-empirical Approach For Petrophysical In Version: a Case Study From the North Sea"
"759","NMR Permeability Calibration using a Non-Parametric Algorithm and Data from a Formation in Central Arabia"
"760","Aeolian And Fluvial Depositional Systems Discrimination In Wireline Logs: Unayzah Formation, Central Saudi Arabia"
"761","Forward Modeling And Inversion of IP Effects In TEM Response Using Measured Rock Samples Data."
"762","Artificial Intelligence Recovery Modeling of <5 API Unconventional Next-Generation Heavy Oil Using CHNSO Technology"
"763","Improved Model for Performance Prediction during Mechanical Excavation in Weak Rock"
"764","A Method To Estimate Permeability on Uncored Wells Based on Well Logs and Core Data"
"765","Nonproductive Time Reduction Through a Deep-Rig Time Analysis: Case Study"
"766","Discovering Rock Mechanical Knowledge Using Auto-extracting Methods"
"767","Use of Artificial Intelligence Techniques for Predicting Irreducible Water Saturation - Australian Hydrocarbon Basins"
"768","Application of Data Mining Tools for Analysis and Prediction of Hydraulic Fracturing Efficiency for the BV8 Reservoir of the Povkh Oil Field (Russian)"
"769","Determination of Drilling Mud Density Change with Pressure and Temperature Made Simple and Accurate by ANN"
"770","The Application of High-Precision Attributes Analysis Technology for Sandbody Description of Lowstand Wedge-Shaped Delta"
"771","Integrated Production Testing Framework to Improve Next Generation Production Workflows"
"772","Use of Neuromimetic Networks For the Automatic Location of Microseismic Events"
"773","Intelligent prediction of reservoir fluid viscosity"
"774","A New Inversion Technique Determines In-Situ Relative Permeabilities And Capillary Pressure Parameters From Pumpout Wlreline Formation Tester Data"
"775","Innovative Approach for Building and Calibrating Multiple Fracture Network Models for Fractured Carbonate Reservoirs"
"776","Estimating Bulk Volume Oil in Thin-Bedded Turbidites"
"777","Mapping the Natural Fracture Network in Utica Shale Using Artificial Intelligence (AI)"
"778","Analysis of Gas-Cycling Performance in Gas/Condensate Reservoirs Using Neuro-Simulation"
"779","A Novel Technique for Predicting End-Point Relative Permeabilities of Heterogeneous Limestones from Log Derived Input Data"
"780","A Surveillance ""Smart Flow"" for Intelligent Digital Production Operations"
"781","Recent Development And Applications Of Intelligent Rock Mechanics"
"782","TOC and Fracture Characterization of the Barnett Shale With Predicted Gamma Ray and Density Porosity Volumes"
"783","A Pore Network Modeling Approach to Predict Petrophysical Properties of Diatomaceous Reservoir Rock"
"784","Characterizing Connectivity of Multiscale Pore Structure in Unconventional Reservoirs by the Complex Network Theory"
"785","Multilevel Fracture Network Modeling of Naturally Fractured Reservoirs"
"786","Transient pressure analysis of 4D reservoir system response from permanent down hole gauges (PDG) for reservoir monitoring, testing and management"
"787","Real-Time Integrated Petrophysics: Geosteering in Challenging Geology and Fluid Systems"
"788","Facies Analysis Using Multicomponent Seismic Data in Oil-Sands Reservoir: Case Study from Athabasca Oil Sands"
"789","Advanced Well Structures: An Artificial Intelligence Approach to Field Deployment and Performance Prediction"
"790","A Hybrid Artificial Intelligence Method for the Optimization of Integrated Gas Production System"
"791","Application Of Intelligent Rock Mechanics Methodology To Rock Engineering"
"792","Optimization of Rate of Penetration in a Convoluted Drilling Framework using Ant Colony Optimization"
"793","Characterizing Reservoir Connectivity and Forecasting Waterflood Performance Using Data-Driven and Reduced-Physics Models"
"794","Prediction of Critical Gas Flow Rate for Gas Wells Unloading"
"795","Supervised and Unsupervised Learning: How Machines can Assist Quantitative Seismic Interpretation"
"796","Developing a Committee Machine Model for Predicting Reservoir Porosity From Image Analysis of Thin Sections"
"797","Application of Artificial Intelligence Techniques in Drilling System Design and Operations: A State of the Art Review and Future Research Pathways"
"798","The Application of Kohonen Type Self Organization Algorithm to Formation Evaluation"
"799","Bayesian Network Analysis as a Tool for Efficient EOR Screening"
"800","Life of an oil-sands project: Value added with time-lapse multicomponent seismic inversion"
"801","Application of Wide-Azimuth 3D Seismic Attributes to Predict the Microfractures in Block MA Area for Shale Gas Exploration in South China"
"802","Monitoring Landuse Changes and Encroachments Using Advanced Remote Sensing and Gis Techniques"
"803","Parallel Reservoir Automatic History Matching Using a Network of Workstations and PVM"
"804","State-of-the-Art Application of Artificial Intelligence and Trends in the E&P Industry: A Technology Survey"
"805","Reservoir Property Prediction and Fault Mapping Using Multi-Attributes From Seismic"
"806","Characterization of Contaminant Sites Using Sparse Well Data"
"807","Predicting Middle Bakken Well Performance with Shale Capacity"
"808","Low Cost Development of Flowlines – Selection Criteria of Corrosion Resistant Alloys Flowlines"
"809","Selecting Candidate Wells for Refracturing Using Production Data"
"810","Integration of Permeability Derived From Well Pressure Transient Analysis To Improve Prediction Model Permeability In High Heterogeneous Carbonates Reservoir - Case Study-offshore Abu Dhabi, UAE."
"811","Developing a Smart Proxy for the SACROC Water-Flooding Numerical Reservoir Simulation Model"
"812","The Statistical Method Research of Vessels Traffic Flow Based On AIS"
"813","Data Mining at a Regulatory Agency to Forecast Waterflood Recovery"
"814","Prestack Reflection Pattern Based Seismic Facies Analysis"
"815","Incorporating Lithofacies Classification and well logs into Statistical Learning Algorithms for Comparative Multisource Permeability Modelling"
"816","Producing the Limit, by Re-Defining the Rock Typing Classification in a Mature Oilfield: Case Study in the Auca Field, Oriente Basin, Ecuador"
"817","Enhancing seismic resolution by multiattribute analysis: A case study featuring the resolution of density"
"818","CFD-based Hull Form Resistance and Flow Field Multi-objective Optimization Research"
"819","Application of Artificial Intelligence on Black Shale Lithofacies Prediction in Marcellus Shale, Appalachian Basin"
"820","Promises of Artificial Intelligence Techniques in Reducing Errors in Complex Flow and Pressure Losses Calculations in Multiphase Fluid Flow in Oil Wells"
"821","Application of Wide-Azimuth 3D Seismic Attributes to Predict the Microfractures in Block MA Area for Shale Gas Exploration in South China"
"822","Probabilistic Assessment of Stability of Underground Rock Caverns and Cavern Shape Optimization"
"823","Petrophysical Evaluation for Enhancing Hydraulic Stimulation in Horizontal Shale Gas Wells"
"824","Permeability Estimation From Well Log Responses"
"825","Identification of Contaminanted Data in Hydraulic Fracturing Databases: Application to the Codell Formation in the DJ Basin"
"826","Implementation of ANN-Based Rock Failure Criteria in Numerical Simulations"
"827","Geology Driven EUR Prediction Using Deep Learning"
"828","Intelligent Image Processing For Abstraction And Discrimination of Defect Image In Radiographic Film"
"829","Mooring Line Top-Tension Prediction Using NARX"
"830","Prestack Hyperspace Propagation For Automated Event Picking"
"831","Intelligent Identification of Nonlinear Rock Dynamics Systems And Their Predictions"
"832","Permeability Prediction in Carbonate Reservoirs using Specific Area, Porosity and Water Saturation"
"833","A New Artificial Intelligence Based Empirical Correlation to Predict Sonic Travel Time"
"834","SVR-based Parameter Identification of Coupled Heave-pitch Motion Equations in Regular Waves"
"835","Fast Probabilistic Inversion of Seismic Attributes For Petrophysical Parameters"
"836","Prediction of Reservoir Water Saturation Using Support Vector Regression in an Iranian Carbonate Reservoir"
"837","Slope Deformation Study With Ann Method In Tgp (Three Gorges Project)"
"838","Integrated Intelligent Modelling On Slope Stability Analysis"
"839","High Resolution Seismic Data Derived From Prestack Inversion and Machine Learning to Accurately Position Horizontal Wells in the Midland Basin, Texas"
"840","Application of Group Method of Data Handling for Geological Modeling of Vankor Field"
"841","Introduction of an Objective Matrix Coding Method for Rock Engineering Systems Through Self Organising Maps"
"842","A New Technique to Develop Rock Strength Correlation Using Artificial Intelligence Tools"
"843","Pipe Sticking Prediction and Avoidance Using Adaptive Fuzzy Logic Modeling"
"844","An efficient method of fluid discrimination using Poisson impedance and multiattribute inversion"
"845","Event Automatic Picking & Tracking Seismic Horizon Using A Linear Prediction Technique"
"846","Rock Fragmentation Module In 3-D Rock-fall Analysis"
"847","Zonal Allocation and Increased Production Opportunities Using Data Mining in Kern River"
"848","Use of Fuzzy Logic for Predicting Two Phase Inflow Performance Relationship of Horizontal Oil Wells"
"849","Estimating Fluid Properties Using Surrogate Models and Fluid Database"
"850","Methods of Neuro-Simulation for Field Development"
"851","Virtual Measurement in Pipes: Part 1-Flowing Bottom Hole Pressure Under Multi-Phase Flow and Inclined Wellbore Conditions"
"852","Practical Application of Data-Driven Modeling Approach during Waterflooding Operations in Heterogeneous Reservoirs"
"853","Multiphase Metering: Experimental Results From the Analysis of Acoustic Noise Through a Choke"
"854","An Integrated Approach to Reservoir Performance Monitoring and Analysis"
"855","Statistical Characterization of Metal-Contaminated Fills"
"856","Rod Pumping Expert System"
"857","Multiple Prediction And Reservoir Characterization of a Tight Sand Reservoir"
"858","Electrofacies Characterization and Permeability Predictions in Carbonate Reservoirs: Role of Multivariate Analysis and Nonparametric Regression"
"859","Abnormal State Diagnosis for Vibration Signal Using Probability Density Estimation and DTW"
"860","GUPCO Experience with Giant Fields: Case Studies from Egypt"
"861","Improved Reservoir Permeability Models From Flow Units And Soft Computing Techniques: A Case Study, Suria And Reforma-Libertad Fields, Colombia"
"862","Simulating Porosity and Permeability of NMR Log in Carbonate Reservoirs of Campos Basin – Southeast Brazil - Using Conventional Logs and Artificial Intelligence Techniques"
"863","Application of Artificial Intelligent Systems in ROP Optimization: a Case Study"
"864","Predictive mapping using self-organizing maps: An example of mapping the midcontinent rift at depth"
"865","Production Monitoring Using Artificial Intelligence"
"866","Productivity Index Prediction for Oil Horizontal Wells Using different Artificial Intelligence Techniques"
"867","Modeling Nonlinear Phenomena"
"868","Fatigue Life Calculation For a Ship Subjected to Hull Girder Vibration"
"869","Study On the Control System of the Underwater Manipulator"
"870","Study on Rock Classification with Physical Property of Coal Reservoir"
"871","Pod Propulsion Small Surface USV Heading Control Research"
"872","Surrogate Modeling-Based Optimization for the Integration of Static and Dynamic Data Into a Reservoir Description"
"873","Geological Structure, Seismic Energy Release And Forecasting of Rockburst Occurrence"
"874","A Black-Box Interpolation Method To Accelerate Reservoir Simulation Solutions"
"875","Predictive Models For Estimation of Breaking Wave Characteristics"
"876","Understanding the Impact of Rock Properties and Completion Parameters on Estimated Ultimate Recovery in Shale"
"877","Statistical Characterization and Geological Correlation of Wells Using Automatic Learning Gaussian Mixture Models"
"878","Design Optimization of Electric Centrifugal Pump by Multiple Surrogate Models"
"879","Analysis of Data from the Barnett Shale Using Conventional Statistical and Virtual Intelligence Techniques"
"880","Performance of CO2-EOR and Storage Processes Under Uncertainty"
"881","Intelligent Time-Successive Production Modeling"
"882","Assessing Multiple Resolution Scales in History Matching With Metamodels"
"883","Fusion Based Classification Method And Its Application"
"884","Providing Spatial Coherence Information to Fault Meta-Attribute"
"885","Reservoir Geophysics: Seismic Pattern Recognition Applied to Ultra-Deepwater Oilfield in Campos Basin, Offshore Brazil"
"886","Optimized Design of Cyclic Pressure Pulsing in a Depleted, Naturally Fractured Reservoir"
"887","Implementing Simulation and Artificial Intelligence Tools To Optimize the Performance of the CO2 Sequestration in Coalbed Methane Reservoirs"
"888","Finding the Key Drivers of Oil Production through SAS Data Integration and Analysis"
"889","Artificial Intelligence Based Automated First Break Picking And Quality Control"
"890","An Analysis of Multiplicative Schwarz Procedure in Coupling of Reservoir and Networks in Next-Generation Reservoir Simulators"
"891","Mechanisms and Prevention of Damage for Formations with Low-porosity and Low-permeability"
"892","Using Borehole Images To Improve Permeability Estimates"
"893","Integration and Data Analysis of Conventional Core Data with NMR and CT Data to Characterize An Evaporitic Carbonate Reservoir."
"894","EOS Simulation and GRNN Modeling of the Behavior of Retrograde-Gas Condensate Reservoirs"
"895","Real-time Prediction of Rate of Penetration During Drilling Operation In Oil And Gas Wells"
"896","Horizontal Spacing, Depletion, and Infill Potential in the Austin Chalk"
"897","Unlocking Fast Reservoir Predictions via Nonintrusive Reduced-Order Models"
"898","Complementing Rbi Methodology In Predicting Materials Behavior With A Sophisticated Knowledge Management Tool"
"899","Prediction of Specific Charge In Tunnel Blasting Using ANNs"
"900","Difficulties in Using Geostatistical Models in Reservoir Simulation"
"901","Mapping Thin Sandstone Reservoirs: Application of 3-D Visualization And Spectral Decomposition Techniques"
"902","Seismic Attributes Used For Reservoir Simulation: Application to a Heavy Oil Reservoir In Canada"
"903","Comparison of the Penetration Rate Models Using Field Data for One of the Gas Fields in Persian Gulf Area"
"904","Formation Prediction Model based on Drill String Vibration Measurements Using Laboratory Scale Rig"
"905","Report: Expert Systems As a Guide to Safer Rock Excavation Design"
"906","Application of Bayesian Networks for Predicting the Performance of Gel-Treated Wells in the Arbuckle Formation, Kansas"
"907","Applications of the Soft Computing in the Automated History Matching"
"908","Classification Method Study of Joint Coal Fracture Based On Hoek-Brown Criterion"
"909","Application of Artificial Intelligence for Water Coning Problem in Hydraulically Fractured Tight Oil Reservoirs"
"910","Research On On-Line Inner Corrosion Monitoring Technology of Pipeline"
"911","Integrated Geo-Statistical Modeling-an Effective Tool to Meet the Exploration Challenge of Low Porosity Carbonate Reservoir within Najmah-Sargelu Formation, Kuwait."
"912","Regional Data Analysis to Better Predict Drilling Success: Brushy Canyon Formation, Delaware Basin, New Mexico"
"913","A Workflow for Predicting Porous Sand via Seismic Attribute Analysis of a Missourian Age Mid-Continent Wash"
"914","Linking for Rate of Penetration to Seismic Attributes and Mechanical Properties in the Mississippi Lime, OK"
"915","A Power Forecasting Method of Wave Power Generation In Little Wind Water Areas"
"916","Applying Artificial Intelligence Techniques to Develop Permeability Predictive Models using Mercury Injection Capillary-Pressure Data"
"917","Review of Computer Models for Applications in Corrosion Science and Engineering"
"918","Optimization Of The Design Of Transverse Hydraulic Fractures In Horizontal Wells Placed In Dual Porosity Tight Gas Reservoirs"
"919","Accurate Natural Gas Load Hourly Forecasting Using ANN Model Trained with Multiple Parameters"
"920","Application Of Support Vector Machine In Slope Engineering"
"921","Novel Approach to Predict Potentiality of Enhanced Oil Recovery"
"922","An Artificial Intelligent Approach to Predict Static Poisson's Ratio"
"923","Multidimensional Crossplot With Image Vision Technique: Application In The Complex Lithological Reservoirs"
"924","Source Rock Reservoir Characterization Using Geology, Geochemical and Drilling Data"
"925","A New Approach for the Prediction of Rate of Penetration (ROP) Values"
"926","Soft Computation Application to Optimize Drilling Bit Selection Utilizing Virtual Inteligence and Genetic Algorithms"
"927","Permeability Determination in Fractured & Non-Fractured Carbonate Reservoir; Using Innovative Multi Passes Analysis Approach of Basic Log Data"
"928","Predicting Waterflood Responses for Pekisko B."
"929","Integrating Airborne Geophysics with Landsat TM Imagery and Geology for Assessing the Mineral Potential of the Iullemmeden Basin, Niger."
"930","ROP Modeling using NeuralNetwork and Drill String Vibration Data"
"931","Extrapolation of Log Properties By Integrating Fuzzy-self Organizing Maps And Local Linear Modeling"
"932","Application of Experimental Design And Genetic Algorithms Methods For the Robust Design In 2D Numerical Wave Tank"
"933","Bakken Well Performance Predicted From Shale Capacity"
"934","Drilling and Completion Optimization in Unconventional Reservoirs with Data-Driven Models"
"935","Reservoir Uncertainty Analysis: The Trends from Probability to Algorithms and Machine Learning"
"936","A New Approach for Reservoir Characterization"
"937","A New and Realistic Approach to Pumping Unit Optimization through the Use of Intelligent Systems"
"938","Harnessing the Power of Type-2 Fuzzy Logic System to Achieve Improved Permeability Prediction Accuracy in a Hybrid Setting"
"939","The Impact of High Technology to Add Value to Existing Data"
"940","Estimation of Rock Mass Deformation Modulus in Bakhtiary Dam Project in Iran"
"941","Using constrained inversion of gravity and magnetic field to produce a 3D litho-prediction model"
"942","An Integrated Approach to Estimate Well Interactions"
"943","Application of the Mechanical Model For Ice Scour to a Field Site And Simulation Method of Scour Depths"
"944","Progressive-Recursive Self-Organizing Maps PR-SOM for Identifying Potential Drilling Target Areas"
"945","3D Porosity Estimation Using Multi Attribute Analysis Methods in One of Persian Gulf Oil Fields"
"946","Calibration of Static Reservoir Models with Dynamic Data for Efficient Tight-Gas Field Development (Wyoming, US)"
"947","Hydraulic Monitoring and Well Control Event Detection Using Model Based Analysis"
"948","Rock Mechanical Properties of Shallow Unconsolidated Sandstone Formations"
"949","A Nested Neuro-Fractal-Stochastic Technique for Modeling Naturally Fractured Reservoirs"
"950","Classification of MEC With the ALLTEM At Camp Stanley, Texas"
"951","Analysis of Permeability Using BPF, ANFIS & SOM"
"952","Understanding Multi-Fractured Horizontal Marcellus Completions"
"953","Development of a Numerical Scheme for Simulation of Asphaltene Dependent Phenomena in Porous Media"
"954","Sensitivity Analysis and Optimization of Alkaline-Surfactant Flooding in a Thin Clastic Reservoir"
"955","The Study of Lugeon Test Behavior in Low Permeable Rocks and its Performance in Grouting Programs"
"956","Novel Hybrid ANN Autopicker for Hydrofrac Data: A Comparative Study"
"957","Using Automation for Optimizing Production Fields"
"958","From Real Time Data to Production Optimization"
"959","Interpretation of Seismic Data In TheWheeler Domain: Integration With Well Logs, Regional Geology And Analogs"
"960","Analysis of Bed Height in Horizontal and Highly-Inclined Wellbores by Using Artificial Neuraletworks"
"961","Resistivity Data From A Seismic Survey? An Alternative Approach To Assist Inter-well Water Saturation Mapping"
"962","Simulated Expert Interpretation of Regional Data to Predict Drilling Risk"
"963","A Study on Drilling Risk Real Time Recognition Technology Based on Fuzzy Reasoning"
"964","Connection of Elastic and Thermal Properties of Bentheimer Sandstone Using Effective Medium Theory (Rock Physics)"
"965","A Neuro-Fuzzy Approach for Prediction of Poisson's Ratio and Young's Modulus of Shale and Sandstone"
"966","Application of CHI Modeling Using Pulsed Neutron To Create Pseudo-Openhole Logs"
"967","Modeling Permeability in Tight Gas Sands Using Intelligent and Innovative Data Mining Techniques"
"968","Diagenetic Facies Characterization for Deep Structures Under the Condition of Sparse Wells"
"969","Smart Technology Applications In Offshore Structural Systems: Status And Needs"
"970","Multiattribute-based Net Sand Estimation In Transitional Reservoirs: Barco Formation, Sardinata Field, Colombia"
"971","Models For Geomechanical Characterization of the Rock Mass Formations At DUSEL Using Data Mining Techniques"
"972","Case Study: Productivity Evaluation of Ultralow-Permeability Clastic Oil Reservoir Drilled at High Overbalance with Water Based Mud"
"973","Artificial Intelligence Based Estimation of Water Saturation Using Electrical Measurements Data in a Carbonate Reservoir"
"974","Improved Permeability Prediction From Seismic and Log Data using Artificial Intelligence Techniques"
"975","CPT-Based Liquefaction Assessment By Using Support Vector Machine"
"976","Modeling of Shale-erosion Behavior in Aqueous Drilling Fluids"
"977","Controlling Oil Production in Smart Wells by MPC Strategy With Reinforcement Learning"
"978","Asymptotic Dipping and Nonlinear Shoulder Correction of Resistivity Logs"
"979","Permeability Prediction Using Hydraulic Flow Units And Hybrid Soft Computing Systems"
"980","Fast Induction Log Inversion Using Quasi-Newton Updates"
"981","A Self-Adaptive Surrogate-Assisted Evolutionary Algorithm for Well Placement Optimization Problems"
"982","Seismic Attributes For Stratigraphic Feature Characterization"
"983","An Intelligent System for Diagnostic and Control to Mechanical Pumping System"
"984","Prediction of Solid-Vapor-Liquid Equilibrium in Natural Gas Using ANNs"
"985","A Production Performance Prediction and Field Development Tool for Coalbed Methane Reservoirs: A Proxy Modeling Approach"
"986","Applying Data-Driven Method to Production Decline Analysis and Forecasting"
"987","Investigation of the Velocity Distributions Within a Ship’s Propeller Wash"
"988","Porosity Partitioning and Permeability Quantification in Vuggy Carbonate Using Wireline Logs, Permian Basin, West Texas"
"989","Assessing Uncertainty in Channelized Reservoirs Using Experimental Designs"
"990","Hybrid Waveform Classification Applied to Delineate Compartments in a Complex Reservoir in the Malay Basin"
"991","Application of Self-Organizing Maps (SOM) to the Soundness Evaluation of Rock Slopes Along National Roads"
"992","Intelligent Tool to Design Fracturing, Drilling, Spacer and Cement Slurry Fluids Using Machine Learning Algorithms"
"993","Estimating Fractal Parameters of Rock Fracture Roughness By a Heuristic System"
"994","A Navigation System For an Underwater Vehicle Using the Self-Organizing Map"
"995","Multi-Source Data Integration: Eagle Ford Shale Sweet Spot Mapping"
"996","Short-Term Production Prediction in Real Time Using Intelligent Techniques"
"997","Improving Multiphase Choke Performance Prediction and Well Production Test Validation Using Artificial Intelligence: A New Milestone"
